league,date,home_team,away_team,winner,home_team_goals,away_team_goals,score,venue,attendance,duration
English Premier League,2023-10-28T16:30Z,Wolverhampton Wanderers,Newcastle United,Draw,2.0,2.0,2.0 - 2.0,Molineux Stadium,31584,5400.0 + 540.0
English Premier League,2023-10-21T14:00Z,AFC Bournemouth,Wolverhampton Wanderers,Wolverhampton Wanderers,1.0,2.0,1.0 - 2.0,Vitality Stadium,11175,5400.0 + 420.0
English Premier League,2023-10-08T13:00Z,Wolverhampton Wanderers,Aston Villa,Draw,1.0,1.0,1.0 - 1.0,Molineux Stadium,0,5400.0 + 840.0
English Premier League,2023-09-30T14:00Z,Wolverhampton Wanderers,Manchester City,Wolverhampton Wanderers,2.0,1.0,2.0 - 1.0,Molineux Stadium,31415,5400.0 + 420.0
English Premier League,2023-09-23T14:00Z,Luton Town,Wolverhampton Wanderers,Draw,1.0,1.0,1.0 - 1.0,Kenilworth Road,10893,5400.0 + 540.0
English Premier League,2023-09-16T11:30Z,Wolverhampton Wanderers,Liverpool,Liverpool,1.0,3.0,1.0 - 3.0,Molineux Stadium,31257,5400.0 + 720.0
English Premier League,2023-09-03T13:00Z,Crystal Palace,Wolverhampton Wanderers,Crystal Palace,3.0,2.0,3.0 - 2.0,Selhurst Park,24741,5400.0 + 420.0
English Premier League,2023-08-26T14:00Z,Everton,Wolverhampton Wanderers,Wolverhampton Wanderers,0.0,1.0,0.0 - 1.0,Goodison Park,38851,5400.0 + 420.0
English Premier League,2023-08-19T14:00Z,Wolverhampton Wanderers,Brighton & Hove Albion,Brighton & Hove Albion,1.0,4.0,1.0 - 4.0,Molineux Stadium,31317,5400.0 + 600.0
English Premier League,2023-08-14T19:00Z,Manchester United,Wolverhampton Wanderers,Manchester United,1.0,0.0,1.0 - 0.0,Old Trafford,73358,5400.0 + 600.0
English Premier League,2024-05-04T14:00Z,Burnley,Newcastle United,Newcastle United,1.0,4.0,1.0 - 4.0,Turf Moor,21781,5400.0 + 360.0
English Premier League,2024-04-27T14:00Z,Manchester United,Burnley,Draw,1.0,1.0,1.0 - 1.0,Old Trafford,73571,5400.0 + 420.0
English Premier League,2024-04-20T14:00Z,Sheffield United,Burnley,Burnley,1.0,4.0,1.0 - 4.0,Bramall Lane,28964,5400.0 + 540.0
English Premier League,2024-04-13T14:00Z,Burnley,Brighton & Hove Albion,Draw,1.0,1.0,1.0 - 1.0,Turf Moor,20687,5400.0 + 480.0
English Premier League,2024-04-06T14:00Z,Everton,Burnley,Everton,1.0,0.0,1.0 - 0.0,Goodison Park,39125,5400.0 + 360.0
English Premier League,2024-04-02T18:45Z,Burnley,Wolverhampton Wanderers,Draw,1.0,1.0,1.0 - 1.0,Turf Moor,21528,5400.0 + 300.0
English Premier League,2024-03-30T15:00Z,Chelsea,Burnley,Draw,2.0,2.0,2.0 - 2.0,Stamford Bridge,39535,5400.0 + 360.0
English Premier League,2024-03-16T15:00Z,Burnley,Brentford,Burnley,2.0,1.0,2.0 - 1.0,Turf Moor,20431,5400.0 + 780.0
English Premier League,2024-03-10T14:00Z,West Ham United,Burnley,Draw,2.0,2.0,2.0 - 2.0,London Stadium,62441,5400.0 + 540.0
English Premier League,2024-03-03T13:00Z,Burnley,AFC Bournemouth,AFC Bournemouth,0.0,2.0,0.0 - 2.0,Turf Moor,19713,5400.0 + 420.0
English Premier League,2024-02-24T15:00Z,Crystal Palace,Burnley,Crystal Palace,3.0,0.0,3.0 - 0.0,Selhurst Park,24042,5400.0 + 840.0
English Premier League,2024-02-17T15:00Z,Burnley,Arsenal,Arsenal,0.0,5.0,0.0 - 5.0,Turf Moor,21311,5400.0 + 660.0
English Premier League,2024-02-10T15:00Z,Liverpool,Burnley,Liverpool,3.0,1.0,3.0 - 1.0,Anfield,59896,5400.0 + 540.0
English Premier League,2024-02-03T15:00Z,Burnley,Fulham,Draw,2.0,2.0,2.0 - 2.0,Turf Moor,20203,5400.0 + 420.0
English Premier League,2024-01-31T19:30Z,Manchester City,Burnley,Manchester City,3.0,1.0,3.0 - 1.0,Etihad Stadium,53099,5400.0 + 360.0
English Premier League,2024-01-12T19:45Z,Burnley,Luton Town,Draw,1.0,1.0,1.0 - 1.0,Turf Moor,20155,5400.0 + 480.0
English Premier League,2023-12-30T15:00Z,Aston Villa,Burnley,Aston Villa,3.0,2.0,3.0 - 2.0,Villa Park,41613,5400.0 + 660.0
English Premier League,2023-12-26T17:30Z,Burnley,Liverpool,Liverpool,0.0,2.0,0.0 - 2.0,Turf Moor,21624,5400.0 + 360.0
English Premier League,2023-12-23T15:00Z,Fulham,Burnley,Burnley,0.0,2.0,0.0 - 2.0,Craven Cottage,23598,5400.0 + 420.0
English Premier League,2023-12-16T17:30Z,Burnley,Everton,Everton,0.0,2.0,0.0 - 2.0,Turf Moor,21413,5400.0 + 180.0
English Premier League,2023-12-09T15:00Z,Brighton & Hove Albion,Burnley,Draw,1.0,1.0,1.0 - 1.0,American Express Stadium,31511,5400.0 + 540.0
English Premier League,2023-12-05T19:30Z,Wolverhampton Wanderers,Burnley,Wolverhampton Wanderers,1.0,0.0,1.0 - 0.0,Molineux Stadium,30439,5400.0 + 360.0
English Premier League,2023-12-02T15:00Z,Burnley,Sheffield United,Burnley,5.0,0.0,5.0 - 0.0,Turf Moor,20891,5400.0 + 300.0
English Premier League,2023-11-25T15:00Z,Burnley,West Ham United,West Ham United,1.0,2.0,1.0 - 2.0,Turf Moor,21319,5400.0 + 540.0
English Premier League,2023-11-11T15:00Z,Arsenal,Burnley,Arsenal,3.0,1.0,3.0 - 1.0,Emirates Stadium,60232,5400.0 + 660.0
English Premier League,2023-11-04T15:00Z,Burnley,Crystal Palace,Crystal Palace,0.0,2.0,0.0 - 2.0,Turf Moor,21578,5400.0 + 420.0
English Premier League,2023-10-28T14:00Z,AFC Bournemouth,Burnley,AFC Bournemouth,2.0,1.0,2.0 - 1.0,Vitality Stadium,11152,5400.0 + 720.0
English Premier League,2023-10-21T14:00Z,Brentford,Burnley,Brentford,3.0,0.0,3.0 - 0.0,Gtech Community Stadium,17029,5400.0 + 480.0
English Premier League,2023-10-07T14:00Z,Burnley,Chelsea,Chelsea,1.0,4.0,1.0 - 4.0,Turf Moor,21654,5400.0 + 480.0
English Premier League,2023-10-03T18:30Z,Luton Town,Burnley,Burnley,1.0,2.0,1.0 - 2.0,Kenilworth Road,10918,5400.0 + 480.0
English Premier League,2023-09-30T14:00Z,Newcastle United,Burnley,Newcastle United,2.0,0.0,2.0 - 0.0,St. James' Park,52163,5400.0 + 420.0
English Premier League,2023-09-23T19:00Z,Burnley,Manchester United,Manchester United,0.0,1.0,0.0 - 1.0,Turf Moor,21593,5400.0 + 300.0
English Premier League,2023-09-18T18:45Z,Nottingham Forest,Burnley,Draw,1.0,1.0,1.0 - 1.0,The City Ground,28958,5400.0 + 600.0
English Premier League,2023-09-02T14:00Z,Burnley,Tottenham Hotspur,Tottenham Hotspur,2.0,5.0,2.0 - 5.0,Turf Moor,21750,5400.0 + 480.0
English Premier League,2023-08-27T13:00Z,Burnley,Aston Villa,Aston Villa,1.0,3.0,1.0 - 3.0,Turf Moor,21591,5400.0 + 360.0
English Premier League,2023-08-11T19:00Z,Burnley,Manchester City,Manchester City,0.0,3.0,0.0 - 3.0,Turf Moor,21572,5400.0 + 540.0
English Premier League,2024-05-06T19:00Z,Crystal Palace,Manchester United,Crystal Palace,4.0,0.0,4.0 - 0.0,Selhurst Park,25190,5400.0 + 360.0
English Premier League,2024-04-27T14:00Z,Fulham,Crystal Palace,Draw,1.0,1.0,1.0 - 1.0,Craven Cottage,24142,5400.0 + 480.0
English Premier League,2024-04-24T19:00Z,Crystal Palace,Newcastle United,Crystal Palace,2.0,0.0,2.0 - 0.0,Selhurst Park,25002,5400.0 + 420.0
English Premier League,2024-04-21T14:00Z,Crystal Palace,West Ham United,Crystal Palace,5.0,2.0,5.0 - 2.0,Selhurst Park,25145,5400.0 + 420.0
English Premier League,2024-04-14T13:00Z,Liverpool,Crystal Palace,Crystal Palace,0.0,1.0,0.0 - 1.0,Anfield,60090,5400.0 + 480.0
English Premier League,2024-04-06T11:30Z,Crystal Palace,Manchester City,Manchester City,2.0,4.0,2.0 - 4.0,Selhurst Park,25132,5400.0 + 480.0
English Premier League,2024-04-02T18:45Z,AFC Bournemouth,Crystal Palace,AFC Bournemouth,1.0,0.0,1.0 - 0.0,Vitality Stadium,11207,5400.0 + 360.0
English Premier League,2024-03-30T15:00Z,Nottingham Forest,Crystal Palace,Draw,1.0,1.0,1.0 - 1.0,The City Ground,29520,5400.0 + 420.0
English Premier League,2024-03-09T15:00Z,Crystal Palace,Luton Town,Draw,1.0,1.0,1.0 - 1.0,Selhurst Park,25103,5400.0 + 480.0
English Premier League,2024-03-02T15:00Z,Tottenham Hotspur,Crystal Palace,Tottenham Hotspur,3.0,1.0,3.0 - 1.0,Tottenham Hotspur Stadium,61339,5400.0 + 480.0
English Premier League,2024-02-24T15:00Z,Crystal Palace,Burnley,Crystal Palace,3.0,0.0,3.0 - 0.0,Selhurst Park,24042,5400.0 + 840.0
English Premier League,2024-02-19T20:00Z,Everton,Crystal Palace,Draw,1.0,1.0,1.0 - 1.0,Goodison Park,38164,5400.0 + 420.0
English Premier League,2024-02-12T20:00Z,Crystal Palace,Chelsea,Chelsea,1.0,3.0,1.0 - 3.0,Selhurst Park,25110,5400.0 + 480.0
English Premier League,2024-02-03T15:00Z,Brighton & Hove Albion,Crystal Palace,Brighton & Hove Albion,4.0,1.0,4.0 - 1.0,American Express Stadium,31345,5400.0 + 300.0
English Premier League,2024-01-30T20:00Z,Crystal Palace,Sheffield United,Crystal Palace,3.0,2.0,3.0 - 2.0,Selhurst Park,0,5400.0 + 780.0
English Premier League,2024-01-20T12:30Z,Arsenal,Crystal Palace,Arsenal,5.0,0.0,5.0 - 0.0,Emirates Stadium,60284,5400.0 + 420.0
English Premier League,2023-12-30T15:00Z,Crystal Palace,Brentford,Crystal Palace,3.0,1.0,3.0 - 1.0,Selhurst Park,25472,5400.0 + 300.0
English Premier League,2023-12-27T19:30Z,Chelsea,Crystal Palace,Chelsea,2.0,1.0,2.0 - 1.0,Stamford Bridge,39618,5400.0 + 540.0
English Premier League,2023-12-21T20:00Z,Crystal Palace,Brighton & Hove Albion,Draw,1.0,1.0,1.0 - 1.0,Selhurst Park,24171,5400.0 + 360.0
English Premier League,2023-12-16T15:00Z,Manchester City,Crystal Palace,Draw,2.0,2.0,2.0 - 2.0,Etihad Stadium,53112,5400.0 + 480.0
English Premier League,2023-12-09T12:30Z,Crystal Palace,Liverpool,Liverpool,1.0,2.0,1.0 - 2.0,Selhurst Park,25103,5400.0 + 780.0
English Premier League,2023-12-06T19:30Z,Crystal Palace,AFC Bournemouth,AFC Bournemouth,0.0,2.0,0.0 - 2.0,Selhurst Park,25078,5400.0 + 360.0
English Premier League,2023-12-03T14:00Z,West Ham United,Crystal Palace,Draw,1.0,1.0,1.0 - 1.0,London Stadium,62459,5400.0 + 420.0
English Premier League,2023-11-25T15:00Z,Luton Town,Crystal Palace,Luton Town,2.0,1.0,2.0 - 1.0,Kenilworth Road,11029,5400.0 + 780.0
English Premier League,2023-11-11T15:00Z,Crystal Palace,Everton,Everton,2.0,3.0,2.0 - 3.0,Selhurst Park,25103,5400.0 + 540.0
English Premier League,2023-11-04T15:00Z,Burnley,Crystal Palace,Crystal Palace,0.0,2.0,0.0 - 2.0,Turf Moor,21578,5400.0 + 420.0
English Premier League,2023-10-27T19:00Z,Crystal Palace,Tottenham Hotspur,Tottenham Hotspur,1.0,2.0,1.0 - 2.0,Selhurst Park,25074,5400.0 + 780.0
English Premier League,2023-10-21T14:00Z,Newcastle United,Crystal Palace,Newcastle United,4.0,0.0,4.0 - 0.0,St. James' Park,52189,5400.0 + 300.0
English Premier League,2023-10-07T16:30Z,Crystal Palace,Nottingham Forest,Draw,0.0,0.0,0.0 - 0.0,Selhurst Park,25017,5400.0 + 360.0
English Premier League,2023-09-30T14:00Z,Manchester United,Crystal Palace,Crystal Palace,0.0,1.0,0.0 - 1.0,Old Trafford,73428,5400.0 + 300.0
English Premier League,2023-09-23T14:00Z,Crystal Palace,Fulham,Draw,0.0,0.0,0.0 - 0.0,Selhurst Park,25072,5400.0 + 240.0
English Premier League,2023-09-16T14:00Z,Aston Villa,Crystal Palace,Aston Villa,3.0,1.0,3.0 - 1.0,Villa Park,40809,5400.0 + 1020.0
English Premier League,2023-09-03T13:00Z,Crystal Palace,Wolverhampton Wanderers,Crystal Palace,3.0,2.0,3.0 - 2.0,Selhurst Park,24741,5400.0 + 420.0
English Premier League,2023-08-26T14:00Z,Brentford,Crystal Palace,Draw,1.0,1.0,1.0 - 1.0,Gtech Community Stadium,16997,5400.0 + 360.0
English Premier League,2023-08-21T19:00Z,Crystal Palace,Arsenal,Arsenal,0.0,1.0,0.0 - 1.0,Selhurst Park,24189,5400.0 + 480.0
English Premier League,2023-08-12T14:00Z,Sheffield United,Crystal Palace,Crystal Palace,0.0,1.0,0.0 - 1.0,Bramall Lane,31194,5400.0 + 360.0
English Premier League,2024-05-05T13:00Z,Brighton & Hove Albion,Aston Villa,Brighton & Hove Albion,1.0,0.0,1.0 - 0.0,American Express Stadium,31596,5400.0 + 600.0
English Premier League,2024-04-27T19:00Z,Aston Villa,Chelsea,Draw,2.0,2.0,2.0 - 2.0,Villa Park,42354,5400.0 + 600.0
English Premier League,2024-04-21T14:00Z,Aston Villa,AFC Bournemouth,Aston Villa,3.0,1.0,3.0 - 1.0,Villa Park,42189,5400.0 + 360.0
English Premier League,2024-04-14T15:30Z,Arsenal,Aston Villa,Aston Villa,0.0,2.0,0.0 - 2.0,Emirates Stadium,60350,5400.0 + 540.0
English Premier League,2024-04-06T14:00Z,Aston Villa,Brentford,Draw,3.0,3.0,3.0 - 3.0,Villa Park,42218,5400.0 + 540.0
English Premier League,2024-04-03T19:15Z,Manchester City,Aston Villa,Manchester City,4.0,1.0,4.0 - 1.0,Etihad Stadium,53422,5400.0 + 240.0
English Premier League,2024-03-30T17:30Z,Aston Villa,Wolverhampton Wanderers,Aston Villa,2.0,0.0,2.0 - 0.0,Villa Park,42640,5400.0 + 600.0
English Premier League,2024-03-17T14:00Z,West Ham United,Aston Villa,Draw,1.0,1.0,1.0 - 1.0,London Stadium,62461,5400.0 + 840.0
English Premier League,2024-03-10T13:00Z,Aston Villa,Tottenham Hotspur,Tottenham Hotspur,0.0,4.0,0.0 - 4.0,Villa Park,42310,5400.0 + 660.0
English Premier League,2024-03-02T17:30Z,Luton Town,Aston Villa,Aston Villa,2.0,3.0,2.0 - 3.0,Kenilworth Road,11594,5400.0 + 420.0
English Premier League,2024-02-24T15:00Z,Aston Villa,Nottingham Forest,Aston Villa,4.0,2.0,4.0 - 2.0,Villa Park,42422,5400.0 + 300.0
English Premier League,2024-02-17T15:00Z,Fulham,Aston Villa,Aston Villa,1.0,2.0,1.0 - 2.0,Craven Cottage,24401,5400.0 + 360.0
English Premier League,2024-02-11T16:30Z,Aston Villa,Manchester United,Manchester United,1.0,2.0,1.0 - 2.0,Villa Park,0,5400.0 + 420.0
English Premier League,2024-02-03T17:30Z,Sheffield United,Aston Villa,Aston Villa,0.0,5.0,0.0 - 5.0,Bramall Lane,0,5400.0 + 540.0
English Premier League,2024-01-30T20:15Z,Aston Villa,Newcastle United,Newcastle United,1.0,3.0,1.0 - 3.0,Villa Park,42191,5400.0 + 600.0
English Premier League,2024-01-14T14:00Z,Everton,Aston Villa,Draw,0.0,0.0,0.0 - 0.0,Goodison Park,39284,5400.0 + 480.0
English Premier League,2023-12-30T15:00Z,Aston Villa,Burnley,Aston Villa,3.0,2.0,3.0 - 2.0,Villa Park,41613,5400.0 + 660.0
English Premier League,2023-12-26T20:00Z,Manchester United,Aston Villa,Manchester United,3.0,2.0,3.0 - 2.0,Old Trafford,73574,5400.0 + 600.0
English Premier League,2023-12-22T20:00Z,Aston Villa,Sheffield United,Draw,1.0,1.0,1.0 - 1.0,Villa Park,41651,5400.0 + 660.0
English Premier League,2023-12-17T14:00Z,Brentford,Aston Villa,Aston Villa,1.0,2.0,1.0 - 2.0,Gtech Community Stadium,17034,5400.0 + 780.0
English Premier League,2023-12-09T17:30Z,Aston Villa,Arsenal,Aston Villa,1.0,0.0,1.0 - 0.0,Villa Park,42000,5400.0 + 540.0
English Premier League,2023-12-06T20:15Z,Aston Villa,Manchester City,Aston Villa,1.0,0.0,1.0 - 0.0,Villa Park,41421,5400.0 + 360.0
English Premier League,2023-12-03T14:00Z,AFC Bournemouth,Aston Villa,Draw,2.0,2.0,2.0 - 2.0,Vitality Stadium,11191,5400.0 + 360.0
English Premier League,2023-11-26T14:00Z,Tottenham Hotspur,Aston Villa,Aston Villa,1.0,2.0,1.0 - 2.0,Tottenham Hotspur Stadium,61679,5400.0 + 480.0
English Premier League,2023-11-12T14:00Z,Aston Villa,Fulham,Aston Villa,3.0,1.0,3.0 - 1.0,Villa Park,41608,5400.0 + 480.0
English Premier League,2023-11-05T14:00Z,Nottingham Forest,Aston Villa,Nottingham Forest,2.0,0.0,2.0 - 0.0,The City Ground,29313,5400.0 + 420.0
English Premier League,2023-10-29T14:00Z,Aston Villa,Luton Town,Aston Villa,3.0,1.0,3.0 - 1.0,Villa Park,41785,5400.0 + 300.0
English Premier League,2023-10-22T15:30Z,Aston Villa,West Ham United,Aston Villa,4.0,1.0,4.0 - 1.0,Villa Park,41734,5400.0 + 480.0
English Premier League,2023-10-08T13:00Z,Wolverhampton Wanderers,Aston Villa,Draw,1.0,1.0,1.0 - 1.0,Molineux Stadium,0,5400.0 + 840.0
English Premier League,2023-09-30T11:30Z,Aston Villa,Brighton & Hove Albion,Aston Villa,6.0,1.0,6.0 - 1.0,Villa Park,40636,5400.0 + 540.0
English Premier League,2023-09-24T13:00Z,Chelsea,Aston Villa,Aston Villa,0.0,1.0,0.0 - 1.0,Stamford Bridge,39700,5400.0 + 720.0
English Premier League,2023-09-16T14:00Z,Aston Villa,Crystal Palace,Aston Villa,3.0,1.0,3.0 - 1.0,Villa Park,40809,5400.0 + 1020.0
English Premier League,2023-09-03T13:00Z,Liverpool,Aston Villa,Liverpool,3.0,0.0,3.0 - 0.0,Anfield,50109,5400.0 + 240.0
English Premier League,2023-08-27T13:00Z,Burnley,Aston Villa,Aston Villa,1.0,3.0,1.0 - 3.0,Turf Moor,21591,5400.0 + 360.0
English Premier League,2023-08-20T13:00Z,Aston Villa,Everton,Aston Villa,4.0,0.0,4.0 - 0.0,Villa Park,41694,5400.0 + 600.0
English Premier League,2023-08-12T16:30Z,Newcastle United,Aston Villa,Newcastle United,5.0,1.0,5.0 - 1.0,St. James' Park,52207,5400.0 + 420.0
English Premier League,2024-05-05T13:00Z,Brighton & Hove Albion,Aston Villa,Brighton & Hove Albion,1.0,0.0,1.0 - 0.0,American Express Stadium,31596,5400.0 + 600.0
English Premier League,2024-04-28T13:00Z,AFC Bournemouth,Brighton & Hove Albion,AFC Bournemouth,3.0,0.0,3.0 - 0.0,Vitality Stadium,11188,5400.0 + 480.0
English Premier League,2024-04-25T19:00Z,Brighton & Hove Albion,Manchester City,Manchester City,0.0,4.0,0.0 - 4.0,American Express Stadium,31596,5400.0 + 360.0
English Premier League,2024-04-13T14:00Z,Burnley,Brighton & Hove Albion,Draw,1.0,1.0,1.0 - 1.0,Turf Moor,20687,5400.0 + 480.0
English Premier League,2024-04-06T16:30Z,Brighton & Hove Albion,Arsenal,Arsenal,0.0,3.0,0.0 - 3.0,American Express Stadium,31677,5400.0 + 360.0
English Premier League,2024-04-03T18:30Z,Brentford,Brighton & Hove Albion,Draw,0.0,0.0,0.0 - 0.0,Gtech Community Stadium,17024,5400.0 + 240.0
English Premier League,2024-03-31T13:00Z,Liverpool,Brighton & Hove Albion,Liverpool,2.0,1.0,2.0 - 1.0,Anfield,60061,5400.0 + 420.0
English Premier League,2024-03-10T14:00Z,Brighton & Hove Albion,Nottingham Forest,Brighton & Hove Albion,1.0,0.0,1.0 - 0.0,American Express Stadium,31505,5400.0 + 480.0
English Premier League,2024-03-02T15:00Z,Fulham,Brighton & Hove Albion,Fulham,3.0,0.0,3.0 - 0.0,Craven Cottage,24460,5400.0 + 300.0
English Premier League,2024-02-24T15:00Z,Brighton & Hove Albion,Everton,Draw,1.0,1.0,1.0 - 1.0,American Express Stadium,31646,5400.0 + 660.0
English Premier League,2024-02-18T14:00Z,Sheffield United,Brighton & Hove Albion,Brighton & Hove Albion,0.0,5.0,0.0 - 5.0,Bramall Lane,29522,5400.0 + 300.0
English Premier League,2024-02-10T15:00Z,Tottenham Hotspur,Brighton & Hove Albion,Tottenham Hotspur,2.0,1.0,2.0 - 1.0,Tottenham Hotspur Stadium,61445,5400.0 + 540.0
English Premier League,2024-02-03T15:00Z,Brighton & Hove Albion,Crystal Palace,Brighton & Hove Albion,4.0,1.0,4.0 - 1.0,American Express Stadium,31345,5400.0 + 300.0
English Premier League,2024-01-30T19:45Z,Luton Town,Brighton & Hove Albion,Luton Town,4.0,0.0,4.0 - 0.0,Kenilworth Road,10994,5400.0 + 240.0
English Premier League,2024-01-22T19:45Z,Brighton & Hove Albion,Wolverhampton Wanderers,Draw,0.0,0.0,0.0 - 0.0,American Express Stadium,31505,5400.0 + 240.0
English Premier League,2024-01-02T19:30Z,West Ham United,Brighton & Hove Albion,Draw,0.0,0.0,0.0 - 0.0,London Stadium,62462,5400.0 + 360.0
English Premier League,2023-12-28T19:30Z,Brighton & Hove Albion,Tottenham Hotspur,Brighton & Hove Albion,4.0,2.0,4.0 - 2.0,American Express Stadium,31675,5400.0 + 660.0
English Premier League,2023-12-21T20:00Z,Crystal Palace,Brighton & Hove Albion,Draw,1.0,1.0,1.0 - 1.0,Selhurst Park,24171,5400.0 + 360.0
English Premier League,2023-12-17T14:00Z,Arsenal,Brighton & Hove Albion,Arsenal,2.0,0.0,2.0 - 0.0,Emirates Stadium,60257,5400.0 + 420.0
English Premier League,2023-12-09T15:00Z,Brighton & Hove Albion,Burnley,Draw,1.0,1.0,1.0 - 1.0,American Express Stadium,31511,5400.0 + 540.0
English Premier League,2023-12-06T19:30Z,Brighton & Hove Albion,Brentford,Brighton & Hove Albion,2.0,1.0,2.0 - 1.0,American Express Stadium,30760,5400.0 + 360.0
English Premier League,2023-12-03T14:00Z,Chelsea,Brighton & Hove Albion,Chelsea,3.0,2.0,3.0 - 2.0,Stamford Bridge,39647,5400.0 + 900.0
English Premier League,2023-11-25T15:00Z,Nottingham Forest,Brighton & Hove Albion,Brighton & Hove Albion,2.0,3.0,2.0 - 3.0,The City Ground,29404,5400.0 + 660.0
English Premier League,2023-11-12T14:00Z,Brighton & Hove Albion,Sheffield United,Draw,1.0,1.0,1.0 - 1.0,American Express Stadium,31367,5400.0 + 420.0
English Premier League,2023-11-04T15:00Z,Everton,Brighton & Hove Albion,Draw,1.0,1.0,1.0 - 1.0,Goodison Park,38683,5400.0 + 300.0
English Premier League,2023-10-29T14:00Z,Brighton & Hove Albion,Fulham,Draw,1.0,1.0,1.0 - 1.0,American Express Stadium,31550,5400.0 + 600.0
