league,date,home_team,away_team,winner,home_team_goals,away_team_goals,score,venue,attendance,duration
German Bundesliga,2024-01-20T14:30Z,1. FC Heidenheim 1846,VfL Wolfsburg,Draw,1.0,1.0,1.0 - 1.0,Voith-Arena,15000,5400.0 + 360.0
German Bundesliga,2024-01-13T14:30Z,Mainz,VfL Wolfsburg,Draw,1.0,1.0,1.0 - 1.0,MEWA ARENA,24000,5400.0 + 300.0
German Bundesliga,2023-12-20T19:30Z,VfL Wolfsburg,Bayern Munich,Bayern Munich,1.0,2.0,1.0 - 2.0,Volkswagen Arena,28917,5400.0 + 300.0
German Bundesliga,2023-12-16T14:30Z,SV Darmstadt 98,VfL Wolfsburg,VfL Wolfsburg,0.0,1.0,0.0 - 1.0,Merck-Stadion am Böllenfalltor,16900,5400.0 + 420.0
German Bundesliga,2023-12-09T14:30Z,VfL Wolfsburg,SC Freiburg,SC Freiburg,0.0,1.0,0.0 - 1.0,Volkswagen Arena,20146,5400.0 + 300.0
German Bundesliga,2023-12-02T14:30Z,VfL Bochum,VfL Wolfsburg,VfL Bochum,3.0,1.0,3.0 - 1.0,Vonovia Ruhrstadion,24350,5400.0 + 420.0
German Bundesliga,2023-11-25T14:30Z,VfL Wolfsburg,RB Leipzig,VfL Wolfsburg,2.0,1.0,2.0 - 1.0,Volkswagen Arena,25350,5400.0 + 360.0
German Bundesliga,2023-11-10T19:30Z,Borussia Monchengladbach,VfL Wolfsburg,Borussia Monchengladbach,4.0,0.0,4.0 - 0.0,Borussia-Park,45308,5400.0 + 180.0
German Bundesliga,2023-11-05T14:30Z,VfL Wolfsburg,Werder Bremen,Draw,2.0,2.0,2.0 - 2.0,Volkswagen Arena,28917,5400.0 + 360.0
German Bundesliga,2023-10-28T13:30Z,FC Augsburg,VfL Wolfsburg,FC Augsburg,3.0,2.0,3.0 - 2.0,WWK Arena,28000,5400.0 + 360.0
German Bundesliga,2023-10-21T13:30Z,VfL Wolfsburg,Bayer Leverkusen,Bayer Leverkusen,1.0,2.0,1.0 - 2.0,Volkswagen Arena,28917,5400.0 + 300.0
German Bundesliga,2023-10-07T13:30Z,VfB Stuttgart,VfL Wolfsburg,VfB Stuttgart,3.0,1.0,3.0 - 1.0,MHPArena,52000,5400.0 + 480.0
German Bundesliga,2023-09-30T13:30Z,VfL Wolfsburg,Eintracht Frankfurt,VfL Wolfsburg,2.0,0.0,2.0 - 0.0,Volkswagen Arena,28323,5400.0 + 360.0
German Bundesliga,2023-09-23T13:30Z,Borussia Dortmund,VfL Wolfsburg,Borussia Dortmund,1.0,0.0,1.0 - 0.0,SIGNAL IDUNA PARK,81365,5400.0 + 300.0
German Bundesliga,2023-09-16T13:30Z,VfL Wolfsburg,1. FC Union Berlin,VfL Wolfsburg,2.0,1.0,2.0 - 1.0,Volkswagen Arena,21917,5400.0 + 480.0
German Bundesliga,2023-09-02T13:30Z,TSG Hoffenheim,VfL Wolfsburg,TSG Hoffenheim,3.0,1.0,3.0 - 1.0,PreZero Arena,17500,5400.0 + 540.0
German Bundesliga,2023-08-26T13:30Z,FC Cologne,VfL Wolfsburg,VfL Wolfsburg,1.0,2.0,1.0 - 2.0,RheinEnergieStadion,49500,5400.0 + 540.0
German Bundesliga,2023-08-19T13:30Z,VfL Wolfsburg,1. FC Heidenheim 1846,VfL Wolfsburg,2.0,0.0,2.0 - 0.0,Volkswagen Arena,22620,5400.0 + 360.0
